date,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,Day_of_Week,Month,month,day_of_week,is_weekend,quarter,usage_cpu_lag1,usage_cpu_lag3,usage_cpu_lag7,cpu_roll_mean_7,cpu_roll_max_7,cpu_roll_min_7,cpu_roll_mean_30,cpu_roll_max_30,cpu_roll_min_30,cpu_total,cpu_utilization,storage_allocated,storage_efficiency,weather_index,power_outage_flag,price_change,region_EAST US,region_NORTH EUROPE,region_SOUTHEAST ASIA,region_WEST US,resource_type_Container,resource_type_Storage,resource_type_VM,Region,ResourceType
24-01-2023,85,1780,207,95.39,1.11,0,1,1,1,1,0,1,74,83,51,75.85714286,98,57,75.375,98,50,99,0.858585859,1994,0.892678034,2,0,0.032210316,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,North Europe,VM
24-01-2023,98,1776,379,95.39,1.11,0,1,1,1,1,0,1,76,57,87,78,98,55,78.375,98,50,99,0.98989899,1992,0.891566265,1,0,-0.011957999,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,North Europe,Storage
24-01-2023,64,802,326,95.39,1.11,0,1,1,1,1,0,1,99,83,97,83.14285714,99,64,76.29166667,99,52,99,0.646464646,1995,0.402005013,0,0,0.027561185,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Europe,Container
24-01-2023,71,1025,227,95.39,1.11,0,1,1,1,1,0,1,68,52,56,78.28571429,98,52,75.41666667,99,51,99,0.717171717,1994,0.514042126,2,1,0.046447665,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Southeast Asia,VM
24-01-2023,72,577,415,95.39,1.11,0,1,1,1,1,0,1,91,50,85,71,91,50,70.75,91,50,99,0.727272727,1992,0.289658635,0,0,-0.029623354,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Southeast Asia,Storage
24-01-2023,51,864,353,95.39,1.11,0,1,1,1,1,0,1,54,54,80,64.71428571,86,51,75,99,51,99,0.515151515,1995,0.433082707,1,0,0.002332963,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Southeast Asia,Container
25-01-2023,63,1198,206,103.44,0.82,0,2,1,1,2,0,1,75,66,88,74.42857143,87,63,79.72,98,50,99,0.636363636,1994,0.600802407,1,0,-0.021286204,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,East US,VM
25-01-2023,52,1418,437,103.44,0.82,0,2,1,1,2,0,1,98,96,75,85.42857143,98,52,81.04,98,52,99,0.525252525,1992,0.71184739,2,0,0.029285442,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,East US,Storage
25-01-2023,92,1797,493,103.44,0.82,0,2,1,1,2,0,1,94,86,52,72.71428571,94,54,75.08,97,52,99,0.929292929,1995,0.90075188,1,0,0.007759337,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,East US,Container
25-01-2023,84,1538,391,103.44,0.82,0,2,1,1,2,0,1,96,60,99,73.28571429,96,52,70.6,99,51,99,0.848484848,1994,0.771313942,0,0,0.013458242,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,West US,VM
25-01-2023,74,984,227,103.44,0.82,0,2,1,1,2,0,1,96,87,69,80.57142857,96,59,77.08,97,53,99,0.747474747,1992,0.493975904,2,0,0.029791416,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,West US,Storage
25-01-2023,59,1562,472,103.44,0.82,0,2,1,1,2,0,1,97,87,52,69.28571429,97,50,73.04,99,50,99,0.595959596,1995,0.782957393,0,0,-0.010402953,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,West US,Container
25-01-2023,88,585,325,103.44,0.82,0,2,1,1,2,0,1,85,67,98,74.42857143,88,57,75.88,98,50,99,0.888888889,1994,0.29338014,0,0,0.041509007,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,North Europe,VM
25-01-2023,93,1036,344,103.44,0.82,0,2,1,1,2,0,1,98,87,55,83.42857143,98,57,78.96,98,50,99,0.939393939,1992,0.520080321,1,0,0.003302887,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,North Europe,Storage
25-01-2023,62,1735,224,103.44,0.82,0,2,1,1,2,0,1,64,91,94,78.57142857,99,62,75.72,99,52,99,0.626262626,1995,0.869674185,1,0,-0.034204518,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Europe,Container
25-01-2023,53,1917,266,103.44,0.82,0,2,1,1,2,0,1,71,78,96,72.14285714,98,52,74.52,99,51,99,0.535353535,1994,0.961384152,1,0,0.019589912,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Southeast Asia,VM
25-01-2023,90,608,345,103.44,0.82,0,2,1,1,2,0,1,72,66,70,73.85714286,91,50,71.52,91,50,99,0.909090909,1992,0.305220884,1,0,0.029326135,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Southeast Asia,Storage
25-01-2023,96,727,310,103.44,0.82,0,2,1,1,2,0,1,51,69,86,66.14285714,96,51,75.84,99,51,99,0.96969697,1995,0.364411028,1,0,-0.018323832,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Southeast Asia,Container
26-01-2023,71,533,310,103.24,0.96,0,3,1,1,3,0,1,63,83,69,74.71428571,87,63,79.38461538,98,50,99,0.717171717,1994,0.267301906,2,0,0.035717926,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,East US,VM
26-01-2023,57,1892,435,103.24,0.96,0,3,1,1,3,0,1,52,92,90,80.71428571,98,52,80.11538462,98,52,99,0.575757576,1992,0.949799197,0,0,0.040614325,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,East US,Storage
26-01-2023,68,924,300,103.24,0.96,0,3,1,1,3,0,1,92,60,64,73.28571429,94,54,74.80769231,97,52,99,0.686868687,1995,0.463157895,0,0,-0.022309551,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,East US,Container
26-01-2023,55,1191,481,103.24,0.96,0,3,1,1,3,0,1,84,72,52,73.71428571,96,55,70,99,51,99,0.555555556,1994,0.597291876,0,0,0.048352147,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,West US,VM
26-01-2023,83,1966,428,103.24,0.96,0,3,1,1,3,0,1,74,60,59,84,96,60,77.30769231,97,53,99,0.838383838,1992,0.986947791,0,0,-0.035928847,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,West US,Storage
26-01-2023,82,1960,349,103.24,0.96,0,3,1,1,3,0,1,59,53,57,72.85714286,97,50,73.38461538,99,50,99,0.828282828,1995,0.98245614,1,0,-0.029798433,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,West US,Container
26-01-2023,70,1123,203,103.24,0.96,0,3,1,1,3,0,1,88,74,57,76.28571429,88,67,75.65384615,98,50,99,0.707070707,1994,0.563189569,0,0,-0.031577516,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,North Europe,VM
26-01-2023,79,1342,294,103.24,0.96,0,3,1,1,3,0,1,93,76,75,84,98,57,78.96153846,98,50,99,0.797979798,1992,0.673694779,2,0,0.039398971,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,North Europe,Storage
26-01-2023,73,1322,336,103.24,0.96,0,3,1,1,3,0,1,62,99,77,78,99,62,75.61538462,99,52,99,0.737373737,1995,0.662656642,2,0,0.015429255,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Europe,Container
26-01-2023,52,742,230,103.24,0.96,0,3,1,1,3,0,1,53,68,85,67.42857143,98,52,73.65384615,99,51,99,0.525252525,1994,0.372116349,0,0,-0.034789572,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Southeast Asia,VM
26-01-2023,89,728,235,103.24,0.96,0,3,1,1,3,0,1,90,91,58,78.28571429,91,50,72.19230769,91,50,99,0.898989899,1992,0.365461847,0,0,-0.005967658,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Southeast Asia,Storage
26-01-2023,73,1746,205,103.24,0.96,0,3,1,1,3,0,1,96,54,62,67.71428571,96,51,75.73076923,99,51,99,0.737373737,1995,0.87518797,2,0,0.011529803,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Southeast Asia,Container
27-01-2023,51,967,419,93.23,1.06,0,4,1,1,4,0,1,71,75,78,70.85714286,87,51,78.33333333,98,50,99,0.515151515,1994,0.484954865,2,0,-0.041653592,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,East US,VM
27-01-2023,60,503,333,93.23,1.06,0,4,1,1,4,0,1,57,98,84,77.28571429,98,52,79.37037037,98,52,99,0.606060606,1992,0.25251004,1,0,0.038241637,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,East US,Storage
27-01-2023,98,1003,261,93.23,1.06,0,4,1,1,4,0,1,68,94,54,79.57142857,98,59,75.66666667,98,52,99,0.98989899,1995,0.502756892,2,0,0.030360354,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,East US,Container
27-01-2023,51,1346,402,93.23,1.06,0,4,1,1,4,0,1,55,96,79,69.71428571,96,51,69.2962963,99,51,99,0.515151515,1994,0.675025075,1,0,0.000520677,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,West US,VM
27-01-2023,57,1549,372,93.23,1.06,0,4,1,1,4,0,1,83,96,94,78.71428571,96,57,76.55555556,97,53,99,0.575757576,1992,0.777610442,1,0,0.046712662,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,West US,Storage
27-01-2023,93,825,317,93.23,1.06,0,4,1,1,4,0,1,82,97,82,74.42857143,97,50,74.11111111,99,50,99,0.939393939,1995,0.413533835,1,0,-0.008223902,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,West US,Container
27-01-2023,53,1223,424,93.23,1.06,0,4,1,1,4,0,1,70,85,67,74.28571429,88,53,74.81481481,98,50,99,0.535353535,1994,0.61334002,1,0,0.048411032,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,North Europe,VM
27-01-2023,69,612,339,93.23,1.06,0,4,1,1,4,0,1,79,98,98,79.85714286,98,57,78.59259259,98,50,99,0.696969697,1992,0.307228916,1,0,0.016792,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,North Europe,Storage
27-01-2023,96,500,289,93.23,1.06,0,4,1,1,4,0,1,73,64,74,81.14285714,99,62,76.37037037,99,52,99,0.96969697,1995,0.250626566,0,0,0.013467127,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Europe,Container
27-01-2023,63,819,237,93.23,1.06,0,4,1,1,4,0,1,52,71,98,62.42857143,78,52,73.25925926,99,51,99,0.636363636,1994,0.410732197,2,0,-0.03340451,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Southeast Asia,VM
27-01-2023,86,638,458,93.23,1.06,0,4,1,1,4,0,1,89,72,90,77.71428571,91,50,72.7037037,91,50,99,0.868686869,1992,0.320281124,1,0,0.038192776,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Southeast Asia,Storage
27-01-2023,82,1401,377,93.23,1.06,0,4,1,1,4,0,1,73,51,77,68.42857143,96,51,75.96296296,99,51,99,0.828282828,1995,0.702255639,2,0,-0.007251031,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Southeast Asia,Container
28-01-2023,59,760,337,110.31,1.09,1,5,1,1,5,1,1,51,63,87,66.85714286,83,51,77.64285714,98,50,99,0.595959596,1994,0.38114343,2,0,-0.033776659,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,East US,VM
28-01-2023,93,1397,212,110.31,1.09,1,5,1,1,5,1,1,60,52,86,78.28571429,98,52,79.85714286,98,52,99,0.939393939,1992,0.701305221,1,0,-0.048739248,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,East US,Storage
28-01-2023,89,820,300,110.31,1.09,1,5,1,1,5,1,1,98,92,59,83.85714286,98,60,76.14285714,98,52,99,0.898989899,1995,0.411027569,0,0,0.005975568,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,East US,Container
28-01-2023,58,1284,464,110.31,1.09,1,5,1,1,5,1,1,51,84,70,68,96,51,68.89285714,99,51,99,0.585858586,1994,0.643931795,1,0,0.002739962,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,West US,VM
28-01-2023,60,1410,237,110.31,1.09,1,5,1,1,5,1,1,57,74,94,73.85714286,96,57,75.96428571,97,53,99,0.606060606,1992,0.707831325,0,1,0.021935362,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,West US,Storage
28-01-2023,84,1618,268,110.31,1.09,1,5,1,1,5,1,1,93,59,50,79.28571429,97,53,74.46428571,99,50,99,0.848484848,1995,0.811027569,2,0,0.039025805,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,West US,Container
28-01-2023,93,833,336,110.31,1.09,1,5,1,1,5,1,1,53,88,83,75.71428571,93,53,75.46428571,98,50,99,0.939393939,1994,0.41775326,0,0,-0.042059342,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,North Europe,VM
28-01-2023,83,1087,234,110.31,1.09,1,5,1,1,5,1,1,69,93,57,83.57142857,98,69,78.75,98,50,99,0.838383838,1992,0.545682731,0,0,0.023149649,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,North Europe,Storage
28-01-2023,50,1819,259,110.31,1.09,1,5,1,1,5,1,1,96,62,83,76.42857143,99,50,75.42857143,99,50,99,0.505050505,1995,0.911779449,0,0,-0.031258806,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Europe,Container
28-01-2023,78,1372,428,110.31,1.09,1,5,1,1,5,1,1,63,53,52,66.14285714,78,52,73.42857143,99,51,99,0.787878788,1994,0.688064193,2,0,0.035817705,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Southeast Asia,VM
28-01-2023,63,1297,490,110.31,1.09,1,5,1,1,5,1,1,86,90,50,79.57142857,91,63,72.35714286,91,50,99,0.636363636,1992,0.651104418,2,0,0.031906351,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Southeast Asia,Storage
28-01-2023,70,1688,204,110.31,1.09,1,5,1,1,5,1,1,82,96,54,70.71428571,96,51,75.75,99,51,99,0.707070707,1995,0.846115288,0,1,0.004079375,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Southeast Asia,Container
29-01-2023,68,1902,277,91.61,0.97,1,6,1,1,6,1,1,59,71,66,67.14285714,83,51,77.31034483,98,50,99,0.686868687,1994,0.953861585,0,0,0.02102428,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,East US,VM
29-01-2023,75,1073,331,91.61,0.97,1,6,1,1,6,1,1,93,57,96,75.28571429,98,52,79.68965517,98,52,99,0.757575758,1992,0.538654618,1,0,-0.018564989,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,East US,Storage
29-01-2023,74,1565,288,91.61,0.97,1,6,1,1,6,1,1,89,68,86,82.14285714,98,60,76.06896552,98,52,99,0.747474747,1995,0.784461153,0,0,-0.00288321,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,East US,Container
29-01-2023,67,795,494,91.61,0.97,1,6,1,1,6,1,1,58,55,60,69,96,51,68.82758621,99,51,99,0.676767677,1994,0.398696088,1,0,0.03216369,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,West US,VM
29-01-2023,89,1299,378,91.61,0.97,1,6,1,1,6,1,1,60,83,87,74.14285714,96,57,76.4137931,97,53,99,0.898989899,1992,0.652108434,0,0,-0.00407348,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,West US,Storage
29-01-2023,87,1546,262,91.61,0.97,1,6,1,1,6,1,1,84,82,87,79.28571429,97,53,74.89655172,99,50,99,0.878787879,1995,0.774937343,1,0,-0.014220173,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,West US,Container
29-01-2023,64,1492,352,91.61,0.97,1,6,1,1,6,1,1,93,70,67,75.28571429,93,53,75.06896552,98,50,99,0.646464646,1994,0.748244734,2,0,-0.000578755,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,North Europe,VM
29-01-2023,66,1748,303,91.61,0.97,1,6,1,1,6,1,1,83,79,87,80.57142857,98,66,78.31034483,98,50,99,0.666666667,1992,0.87751004,0,0,0.032824925,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,North Europe,Storage
29-01-2023,89,1562,397,91.61,0.97,1,6,1,1,6,1,1,50,73,91,76.14285714,99,50,75.89655172,99,50,99,0.898989899,1995,0.782957393,0,0,-0.016479195,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Europe,Container
29-01-2023,55,1078,378,91.61,0.97,1,6,1,1,6,1,1,78,52,78,62.85714286,78,52,72.79310345,99,51,99,0.555555556,1994,0.540621866,0,0,-0.032623841,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Southeast Asia,VM
29-01-2023,57,1053,214,91.61,0.97,1,6,1,1,6,1,1,63,89,66,78.28571429,91,57,71.82758621,91,50,99,0.575757576,1992,0.528614458,0,0,0.021201402,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Southeast Asia,Storage
29-01-2023,96,1812,430,91.61,0.97,1,6,1,1,6,1,1,70,73,69,74.57142857,96,51,76.44827586,99,51,99,0.96969697,1995,0.908270677,1,0,0.032597821,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Southeast Asia,Container
30-01-2023,76,919,356,103.31,1.1,0,0,1,1,0,0,1,68,51,83,66.14285714,76,51,77.26666667,98,50,99,0.767676768,1994,0.460882648,0,1,-0.039936252,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,East US,VM
30-01-2023,87,1964,296,103.31,1.1,0,0,1,1,0,0,1,75,60,92,74.57142857,98,52,79.93333333,98,52,99,0.878787879,1992,0.985943775,2,0,-0.026012589,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,East US,Storage
30-01-2023,86,1934,488,103.31,1.1,0,0,1,1,0,0,1,74,98,60,85.85714286,98,68,76.4,98,52,99,0.868686869,1995,0.969423559,2,0,-0.035802801,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,East US,Container
30-01-2023,53,1097,209,103.31,1.1,0,0,1,1,0,0,1,67,51,72,66.28571429,96,51,68.3,99,51,99,0.535353535,1994,0.550150451,0,0,-0.015205859,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,West US,VM
30-01-2023,54,1364,317,103.31,1.1,0,0,1,1,0,0,1,89,57,60,73.28571429,96,54,75.66666667,97,53,99,0.545454545,1992,0.684738956,2,0,-0.004964902,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,West US,Storage
30-01-2023,87,1682,427,103.31,1.1,0,0,1,1,0,0,1,87,93,53,84.14285714,97,59,75.3,99,50,99,0.878787879,1995,0.843107769,0,0,0.024882634,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,West US,Container
30-01-2023,94,715,383,103.31,1.1,0,0,1,1,0,0,1,64,53,74,78.14285714,94,53,75.7,98,50,99,0.949494949,1994,0.358575727,0,0,0.015114758,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,North Europe,VM
30-01-2023,64,1680,335,103.31,1.1,0,0,1,1,0,0,1,66,69,76,78.85714286,98,64,77.83333333,98,50,99,0.646464646,1992,0.843373494,2,0,0.012092857,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,North Europe,Storage
30-01-2023,54,1680,246,103.31,1.1,0,0,1,1,0,0,1,89,96,99,69.71428571,96,50,75.16666667,99,50,99,0.545454545,1995,0.842105263,0,0,-0.014762505,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Europe,Container
30-01-2023,53,1343,372,103.31,1.1,0,0,1,1,0,0,1,55,63,68,60.71428571,78,52,72.13333333,99,51,99,0.535353535,1994,0.673520562,2,0,0.034144755,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Southeast Asia,VM
30-01-2023,51,1934,294,103.31,1.1,0,0,1,1,0,0,1,57,86,91,72.57142857,90,51,71.13333333,91,50,99,0.515151515,1992,0.970883534,1,0,-0.002871283,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Southeast Asia,Storage
30-01-2023,85,1815,481,103.31,1.1,0,0,1,1,0,0,1,96,82,54,79,96,51,76.73333333,99,51,99,0.858585859,1995,0.909774436,0,0,0.047910494,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Southeast Asia,Container
31-01-2023,92,1806,268,95.21,0.98,0,1,1,1,1,0,1,76,59,75,68.57142857,92,51,77.4,98,50,99,0.929292929,1994,0.905717151,1,0,0.013414214,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,East US,VM
31-01-2023,69,510,453,95.21,0.98,0,1,1,1,1,0,1,87,93,98,70.42857143,93,52,79.16666667,98,52,99,0.696969697,1992,0.256024096,2,0,-0.037373526,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,East US,Storage
31-01-2023,59,1371,237,95.21,0.98,0,1,1,1,1,0,1,86,89,94,80.85714286,98,59,76.03333333,98,52,99,0.595959596,1995,0.687218045,1,1,0.017617756,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,East US,Container
31-01-2023,55,1211,222,95.21,0.98,0,1,1,1,1,0,1,53,58,96,60.42857143,84,51,68.13333333,99,51,99,0.555555556,1994,0.607321966,1,0,-0.017489598,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,West US,VM
31-01-2023,96,845,417,95.21,0.98,0,1,1,1,1,0,1,54,60,96,73.28571429,96,54,76.03333333,97,53,99,0.96969697,1992,0.424196787,2,0,0.01863272,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,West US,Storage
31-01-2023,62,1457,409,95.21,0.98,0,1,1,1,1,0,1,87,84,97,79.14285714,93,59,75.63333333,99,50,99,0.626262626,1995,0.730325815,1,0,-0.043035885,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,West US,Container
31-01-2023,74,1492,310,95.21,0.98,0,1,1,1,1,0,1,94,93,85,76.57142857,94,53,75.73333333,98,50,99,0.747474747,1994,0.748244734,1,0,-0.032511856,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,North Europe,VM
31-01-2023,89,1327,370,95.21,0.98,0,1,1,1,1,0,1,64,83,98,77.57142857,93,64,79.1,98,50,99,0.898989899,1992,0.666164659,2,0,0.035573726,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,North Europe,Storage
31-01-2023,61,1503,332,95.21,0.98,0,1,1,1,1,0,1,54,50,64,69.28571429,96,50,74.46666667,99,50,99,0.616161616,1995,0.753383459,1,0,-0.027282044,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Europe,Container
31-01-2023,86,626,305,95.21,0.98,0,1,1,1,1,0,1,53,78,71,62.85714286,86,52,71.9,99,51,99,0.868686869,1994,0.313941825,2,0,0.033704113,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Southeast Asia,VM
31-01-2023,98,1103,486,95.21,0.98,0,1,1,1,1,0,1,51,63,72,76.28571429,98,51,71.86666667,98,50,99,0.98989899,1992,0.553714859,1,0,-0.022072391,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Southeast Asia,Storage
31-01-2023,58,1513,250,95.21,0.98,0,1,1,1,1,0,1,85,70,51,80,96,58,76.1,99,51,99,0.585858586,1995,0.75839599,2,0,0.014288191,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Southeast Asia,Container
01-02-2023,78,1985,495,88.94,0.88,0,2,2,2,2,0,1,92,68,63,70.71428571,92,51,76.8,98,50,99,0.787878788,1994,0.995486459,2,0,0.019415057,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,East US,VM
01-02-2023,90,1278,456,88.94,0.88,0,2,2,2,2,0,1,69,75,52,75.85714286,93,57,79.06666667,98,52,99,0.909090909,1992,0.641566265,1,0,0.001265475,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,East US,Storage
01-02-2023,95,1928,309,88.94,0.88,0,2,2,2,2,0,1,59,74,92,81.28571429,98,59,76.33333333,98,52,99,0.95959596,1995,0.96641604,1,0,-0.019468932,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,East US,Container
01-02-2023,85,1705,200,88.94,0.88,0,2,2,2,2,0,1,55,67,84,60.57142857,85,51,69.03333333,99,51,99,0.858585859,1994,0.855065196,1,0,-0.028735562,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,West US,VM
01-02-2023,89,1160,336,88.94,0.88,0,2,2,2,2,0,1,96,89,74,75.42857143,96,54,77.23333333,97,54,99,0.898989899,1992,0.582329317,0,0,-0.046681065,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,West US,Storage
01-02-2023,59,1959,316,88.94,0.88,0,2,2,2,2,0,1,62,87,59,79.14285714,93,59,74.3,97,50,99,0.595959596,1995,0.981954887,0,0,-0.01960536,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,West US,Container
01-02-2023,75,1436,490,88.94,0.88,0,2,2,2,2,0,1,74,64,88,74.71428571,94,53,76.53333333,98,50,99,0.757575758,1994,0.720160481,0,1,0.015316279,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,North Europe,VM
01-02-2023,74,574,493,88.94,0.88,0,2,2,2,2,0,1,89,66,93,74.85714286,89,64,78.36666667,98,50,99,0.747474747,1992,0.28815261,2,0,0.043830482,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,North Europe,Storage
01-02-2023,51,1733,216,88.94,0.88,0,2,2,2,2,0,1,61,89,62,67.71428571,96,50,72.96666667,99,50,99,0.515151515,1995,0.868671679,1,0,0.037120448,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Europe,Container
01-02-2023,92,1454,450,88.94,0.88,0,2,2,2,2,0,1,86,55,53,68.42857143,92,52,72.76666667,99,51,99,0.929292929,1994,0.729187563,2,0,0.026606478,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Southeast Asia,VM
01-02-2023,73,524,379,88.94,0.88,0,2,2,2,2,0,1,98,57,90,73.85714286,98,51,72.46666667,98,50,99,0.737373737,1992,0.263052209,0,0,0.028844734,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Southeast Asia,Storage
01-02-2023,55,1684,376,88.94,0.88,0,2,2,2,2,0,1,58,96,96,74.14285714,96,55,76.16666667,99,51,99,0.555555556,1995,0.844110276,1,0,0.01649849,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Southeast Asia,Container
02-02-2023,78,562,349,108.13,1.14,0,3,2,2,3,0,1,78,76,71,71.71428571,92,51,76.3,98,50,99,0.787878788,1994,0.281845537,2,0,-0.023971314,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,East US,VM
02-02-2023,75,655,248,108.13,1.14,0,3,2,2,3,0,1,90,87,57,78.42857143,93,60,78.73333333,98,52,99,0.757575758,1992,0.328815261,1,0,0.040719503,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,East US,Storage
